edge_id,node_index,source_node_id,pos_x,pos_y,is_stop_only
S_--153692837#1,0,25579778,7331.1,5374.29,False
E_--153692837#1,1,279014957,7310.71,5310.68,False
S_--457182375#7,2,306261558,5616.53,7570.78,False
E_--457182375#7,3,1416087322,5626.17,7583.78,False
S_-101238042,4,cluster_267380184_267408879,5401.28,4343.85,False
E_-101238042,5,376510027,5368.89,4365.32,False
S_-101430663#10,6,3083025523,2996.33,5154.05,False
E_-101430663#10,7,cluster_1418778002_6351384661,2929.57,5186.4,False
S_-101430663#11,8,cluster_1171127957_1418777918_1418777928_1418777933_4692370514,3003.91,5143.42,False
E_-101430663#11,9,3083025523,2996.33,5154.05,False
S_-101430663#14,10,7429040454,3125.74,5152.78,False
E_-101430663#14,11,cluster_1171127957_1418777918_1418777928_1418777933_4692370514,3003.91,5143.42,False
S_-101430663#15,12,cluster_1418777922_1418777925_243630666,3156.71,5147.7,False
E_-101430663#15,13,7429040454,3125.74,5152.78,False
S_-101430663#16,14,2247427969,3165.46,5136.48,False
E_-101430663#16,15,cluster_1418777922_1418777925_243630666,3156.71,5147.7,False
S_-101430663#17,16,cluster_434068771_434068775,3183.28,5134.65,False
E_-101430663#17,17,2247427969,3165.46,5136.48,False
S_-101430663#18,18,2247427953,3195.73,5123.6,False
E_-101430663#18,19,cluster_434068771_434068775,3183.28,5134.65,False
S_-101430663#19,20,308796554,3303.62,5078.86,False
E_-101430663#19,21,2247427953,3195.73,5123.6,False
S_-101430663#20,22,1171127975,3399.01,5039.47,False
E_-101430663#20,23,308796554,3303.62,5078.86,False
S_-101430663#21,24,cluster_1423242652_1815670962_1815670964_89173763,3548.1,4982.9,False
E_-101430663#21,25,1171127975,3399.01,5039.47,False
S_-101430663#3,26,2230159441,2706.65,5139.64,False
E_-101430663#3,27,cluster_1840155781_1840155805,2663.38,5144.18,False
S_-101430663#4,28,cluster_1840155782_2230159433_2230159603_2230159663_255883346,2716.24,5138.81,False
E_-101430663#4,29,2230159441,2706.65,5139.64,False
S_-101430663#6,30,cluster_1840155787_420022462,2801.81,5156.81,False
E_-101430663#6,31,cluster_1840155782_2230159433_2230159603_2230159663_255883346,2716.24,5138.81,False
S_-101430663#7,32,cluster_1253187031_1418777953_1418777966_255883348_420022461_6351384663,2878.75,5174.35,False
E_-101430663#7,33,cluster_1840155787_420022462,2801.81,5156.81,False
S_-101430663#9,34,cluster_1418778002_6351384661,2929.57,5186.4,False
E_-101430663#9,35,cluster_1253187031_1418777953_1418777966_255883348_420022461_6351384663,2878.75,5174.35,False
S_-101731827#0,36,7628677263,7440.92,2684.96,False
E_-101731827#0,37,1174664646,7449.48,2699.29,False
S_-101731827#1,38,7628677255,7431.75,2670.37,False
E_-101731827#1,39,7628677263,7440.92,2684.96,False
S_-101731827#2,40,7628677264,7416.88,2646.75,False
E_-101731827#2,41,7628677255,7431.75,2670.37,False
S_-101731858,42,1174664088,7409.51,2594.68,False
E_-101731858,43,865007985,7345.82,2591.59,False
S_-102461801,44,cluster_1211777284_292226065,2614.66,5702.08,False
E_-102461801,45,1183322529,2708.18,5593.56,False
S_-102818928#0,46,cluster_2053244661_377117817,5775.42,3726.51,False
E_-102818928#0,47,277739043,5728.04,3683.76,False
S_-102818928#1,48,89129103,5846.58,3824.61,False
E_-102818928#1,49,cluster_2053244661_377117817,5775.42,3726.51,False
S_-103053747,50,287963642,5471.77,4099.16,False
E_-103053747,51,cluster_1189883653_287963641,5441.25,4052.03,False
S_-103053774#0,52,659379987,5570.41,4009.05,False
E_-103053774#0,53,1839751525,5580.85,4024.14,False
S_-103053774#1,54,659379985,5563.1,3996.75,False
E_-103053774#1,55,659379987,5570.41,4009.05,False
S_-103053774#2,56,442337359,5553.36,3980.8,False
E_-103053774#2,57,659379985,5563.1,3996.75,False
S_-103053774#3,58,1189883501,5574.79,3952.07,False
E_-103053774#3,59,442337359,5553.36,3980.8,False
S_-103053774#4,60,659379978,5597.03,3958.15,False
E_-103053774#4,61,1189883501,5574.79,3952.07,False
S_-103053774#5,62,659379976,5610.05,3966.72,False
E_-103053774#5,63,659379978,5597.03,3958.15,False
S_-103053774#6,64,1189883795,5620.99,3971.07,False
E_-103053774#6,65,659379976,5610.05,3966.72,False
S_-103053774#7,66,1691647138,5621.33,3953.6,False
E_-103053774#7,67,1189883795,5620.99,3971.07,False
S_-103053803,68,287963639,5409.28,4072.99,False
E_-103053803,69,288781774,5440.56,4119.77,False
S_-103396186,70,cluster_89129121_89129122,5348.73,4416.8,False
E_-103396186,71,1168659850,5354.09,4393.85,False
S_-103512657,72,1387938805,4895.68,4511.09,False
E_-103512657,73,667791925,4949.11,4498.56,False
S_-103512667#0,74,cluster_89129121_89129122,5348.73,4416.8,False
E_-103512667#0,75,cluster_1195228815_267380165,5292.01,4434.86,False
S_-103512667#2,76,267408878,5384.83,4407.08,False
E_-103512667#2,77,cluster_89129121_89129122,5348.73,4416.8,False
S_-103512672,78,1195228784,5066.57,4397.06,False
E_-103512672,79,7616444537,5157.89,4457.7,False
S_-103671248,80,339222628,5785.55,4319.63,False
E_-103671248,81,1196936357,5796.07,4300.46,False
S_-103671254,82,1196936347,5965.89,5141.06,False
E_-103671254,83,cluster_1196936250_271787328,5954.36,5114.61,False
S_-103671264,84,1501871753,5850.46,6285.48,False
E_-103671264,85,276184126,5889.86,6287.79,False
S_-103671267#0,86,1196936367,5771.79,5230.66,False
E_-103671267#0,87,1196936363,5767.53,5136.33,False
S_-103671267#1,88,1196936319,5769.68,5251.75,False
E_-103671267#1,89,1196936367,5771.79,5230.66,False
S_-103671267#10,90,703495363,5626.32,5237.51,False
E_-103671267#10,91,703495364,5643.16,5239.18,False
S_-103671267#11,92,703495362,5609.53,5235.84,False
E_-103671267#11,93,703495363,5626.32,5237.51,False
S_-103671267#12,94,703495361,5592.11,5234.12,False
E_-103671267#12,95,703495362,5609.53,5235.84,False
S_-103671267#13,96,703495360,5574.54,5232.37,False
E_-103671267#13,97,703495361,5592.11,5234.12,False
S_-103671267#14,98,cluster_289881755_289881758_703495347,5575.23,5137.57,False
E_-103671267#14,99,703495360,5574.54,5232.37,False
S_-103671267#2,100,271780148,5753.03,5250.1,False
E_-103671267#2,101,1196936319,5769.68,5251.75,False
S_-103671267#3,102,969209293,5734.64,5248.27,False
E_-103671267#3,103,271780148,5753.03,5250.1,False
S_-103671267#4,104,969209318,5718.41,5246.66,False
E_-103671267#4,105,969209293,5734.64,5248.27,False
S_-103671267#5,106,969209305,5701.08,5244.94,False
E_-103671267#5,107,969209318,5718.41,5246.66,False
S_-103671267#6,108,969209258,5683.16,5243.16,False
E_-103671267#6,109,969209305,5701.08,5244.94,False
S_-103671267#7,110,cluster_1637111620_289881753,5664.2,5241.27,False
E_-103671267#7,111,969209258,5683.16,5243.16,False
S_-103671267#9,112,703495364,5643.16,5239.18,False
E_-103671267#9,113,cluster_1637111620_289881753,5664.2,5241.27,False
S_-103671270,114,276184126,5889.86,6287.79,False
E_-103671270,115,442327627,5948.14,6305.56,False
S_-103678452,116,1393740659,5325.42,4134.37,False
E_-103678452,117,417797169,5330.57,4126.75,False
S_-103678458#0,118,1393740659,5325.42,4134.37,False
E_-103678458#0,119,1196960056,5322.0,4128.44,False
S_-103678458#1,120,370925063,5331.5,4144.15,False
E_-103678458#1,121,1393740659,5325.42,4134.37,False
S_-103686111#0,122,1197035419,6233.01,3417.52,False
E_-103686111#0,123,314912410,6302.78,3430.01,False
S_-103686111#1,124,cluster_1197035304_1197035464_386797029_7628563995_7628563997_7628563999_7628564001_7628564002_7628564003_7628564004_7628564005_7628564006,6184.17,3400.11,False
E_-103686111#1,125,1197035419,6233.01,3417.52,False
S_-103686113,126,266359526,5894.86,3583.92,False
E_-103686113,127,1197035348,5905.53,3594.54,False
S_-103686114,128,305515147,6311.14,3459.29,False
E_-103686114,129,305515145,6345.33,3436.0,False
S_-103686122,130,305515148,6230.59,3455.97,False
E_-103686122,131,314912398,6215.25,3440.64,False
S_-103686124,132,314912398,6215.25,3440.64,False
E_-103686124,133,1197035419,6233.01,3417.52,False
S_-103686125#0,134,305515148,6230.59,3455.97,False
E_-103686125#0,135,1197035305,6217.01,3465.43,False
S_-103686125#1,136,305515155,6245.84,3453.98,False
E_-103686125#1,137,305515148,6230.59,3455.97,False
S_-103686126,138,314912393,6204.85,3486.56,False
E_-103686126,139,1197035247,6218.06,3494.78,False
S_-103686129#1,140,1197035348,5905.53,3594.54,False
E_-103686129#1,141,cluster_266359527_293187815,6046.31,3723.37,False
S_-103687099#0,142,1197035390,6300.57,3483.09,False
E_-103687099#0,143,305515147,6311.14,3459.29,False
S_-103687101,144,267397016,5872.73,4353.7,False
E_-103687101,145,1196936303,5867.07,4352.01,False
S_-103705136#44,146,2337351212,6912.17,1283.95,False
E_-103705136#44,147,2337351214,6897.42,1310.57,False
S_-103705136#45,148,2108719882,6935.67,1240.6,False
E_-103705136#45,149,2337351212,6912.17,1283.95,False
S_-103705136#46,150,7529847805,6954.88,1201.13,False
E_-103705136#46,151,2108719882,6935.67,1240.6,False
S_-103705136#47,152,7282938104,6989.7,1124.74,False
E_-103705136#47,153,7529847805,6954.88,1201.13,False
S_-103705136#48,154,2337351204,7029.74,1041.16,False
E_-103705136#48,155,7282938104,6989.7,1124.74,False
S_-103705136#49,156,2337351196,7097.09,912.61,False
E_-103705136#49,157,2337351204,7029.74,1041.16,False
S_-103705136#50,158,cluster_2337351169_251003121,7118.96,771.61,False
E_-103705136#50,159,2337351196,7097.09,912.61,False
S_-103705136#51,160,2337351133,7103.83,586.58,False
E_-103705136#51,161,cluster_2337351169_251003121,7118.96,771.61,False
S_-103718186,162,434404883,6642.75,3505.63,False
E_-103718186,163,gneJ8,6621.35,3551.25,False
S_-104010328,164,1200363969,4787.04,4711.84,False
E_-104010328,165,305559050,4773.83,4714.88,False
S_-104236368#0,166,1834001565,5702.8,4742.06,False
E_-104236368#0,167,cluster_267289886_361444651_7658158464,5619.08,4724.97,False
S_-104236369,168,4959722733,5628.25,4700.7,False
E_-104236369,169,cluster_267289886_361444651_7658158464,5619.08,4724.97,False
S_-10425610#1,170,cluster_269095126_452402576,5806.26,3853.63,False
E_-10425610#1,171,89129103,5846.58,3824.61,False
S_-10425611#0,172,cluster_1742723593_310442384,6910.77,4583.45,False
E_-10425611#0,173,cluster_1834036285_26288876,6791.91,4574.56,False
S_-10425611#1,174,cluster_1834036309_274591089_274591093,6942.21,4643.03,False
E_-10425611#1,175,cluster_1742723593_310442384,6910.77,4583.45,False
S_-10427692#1,176,cluster_1804327775_89173755,3577.17,5041.77,False
E_-10427692#1,177,cluster_1423242652_1815670962_1815670964_89173763,3548.1,4982.9,False
S_-10427692#2,178,cluster_1804327779_89173751,3580.21,5069.05,False
E_-10427692#2,179,cluster_1804327775_89173755,3577.17,5041.77,False
S_-10427692#3,180,cluster_1804327782_1804327785_2247460531_344963236,3597.03,5092.21,False
E_-10427692#3,181,cluster_1804327779_89173751,3580.21,5069.05,False
S_-10427692#4,182,cluster_1423242663_267783904,3629.84,5107.88,False
E_-10427692#4,183,cluster_1804327782_1804327785_2247460531_344963236,3597.03,5092.21,False
S_-10427692#5,184,249179921,3683.99,5151.12,False
E_-10427692#5,185,cluster_1423242663_267783904,3629.84,5107.88,False
S_-10427692#6,186,1423242716,3694.78,5186.22,False
E_-10427692#6,187,249179921,3683.99,5151.12,False
S_-10427692#7,188,cluster_1602381793_1782978609_1804327788_313321254,3692.38,5255.35,False
E_-10427692#7,189,1423242716,3694.78,5186.22,False
S_-104847200,190,2108878044,7532.78,1964.25,False
E_-104847200,191,1209218742,7588.94,1956.09,False
S_-105141980#0,192,1183322529,2708.18,5593.56,False
E_-105141980#0,193,cluster_1211777284_292226065,2614.66,5702.08,False
S_-105141980#1,194,1617626350,2717.3,5581.46,False
E_-105141980#1,195,1183322529,2708.18,5593.56,False
S_-105143683#0,196,1617626288,2754.3,5478.07,False
E_-105143683#0,197,1617626346,2708.33,5574.39,False
S_-105143683#1,198,315993628,2782.12,5446.23,False
E_-105143683#1,199,1617626288,2754.3,5478.07,False
S_-105467137,200,912506384,5781.11,4750.59,False
E_-105467137,201,1834001565,5702.8,4742.06,False
S_-105482066,202,1246262926,5832.56,4756.9,False
E_-105482066,203,912506384,5781.11,4750.59,False
S_-105540411,204,461956083,5964.81,1361.82,False
E_-105540411,205,288771074,6009.93,1369.11,False
S_-10597452#0,206,7294444485,9416.97,1410.63,False
E_-10597452#0,207,414267408,9547.88,1403.96,False
S_-10597452#1,208,92629193,9358.9,1523.63,False
E_-10597452#1,209,7294444485,9416.97,1410.63,False
S_-10597454#1,210,472442946,6569.61,2232.82,False
E_-10597454#1,211,cluster_1795399122_1852723938_1852723941_1852723942_21532605_2337351260_975729494,6531.74,2227.17,False
S_-10597454#2,212,472442969,6606.07,2243.24,False
E_-10597454#2,213,472442946,6569.61,2232.82,False
S_-10597455#0,214,2110354475,6674.12,2336.49,False
E_-10597455#0,215,975729496,6674.69,2334.34,False
S_-10597455#1,216,cluster_1496557396_699711095,6674.9,2368.46,False
E_-10597455#1,217,2110354475,6674.12,2336.49,False
S_-106083637,218,861273046,5801.5,7636.62,False
E_-106083637,219,1221374623,5794.52,7671.92,False
S_-106197386#1,220,1401628411,4068.91,8145.45,False
E_-106197386#1,221,cluster_2683750246_517248671,4082.72,8138.18,False
S_-106294154,222,1223385994,2639.6,6360.58,False
E_-106294154,223,1223385992,2756.33,6312.47,False
S_-107431496#0,224,1312295527,2349.01,4230.21,False
E_-107431496#0,225,1234714136,2413.71,4283.1,False
S_-107431496#1,226,cluster_1079587068_1170943732_1312295571_1664159084_344960362,2164.61,4041.86,False
E_-107431496#1,227,1312295527,2349.01,4230.21,False
S_-107431496#4,228,89173867,2071.94,4001.69,False
E_-107431496#4,229,cluster_1079587068_1170943732_1312295571_1664159084_344960362,2164.61,4041.86,False
S_-107671228,230,267287810,5863.0,4868.37,False
E_-107671228,231,cluster_1031765029_271678812_913688004,5857.16,4818.54,False
S_-107671230,232,cluster_1031765029_271678812_913688004,5857.16,4818.54,False
E_-107671230,233,361444911,5850.16,4758.8,False
S_-108210904,234,267395409,5848.02,4684.41,False
E_-108210904,235,361443733,5845.17,4626.11,False
S_-108237964#0,236,1427080829,4104.46,7037.79,False
E_-108237964#0,237,1427080838,4093.34,7052.06,False
S_-108237964#1,238,1427080800,4141.97,6982.49,False
E_-108237964#1,239,1427080829,4104.46,7037.79,False
S_-108237964#2,240,1427080793,4155.84,6967.23,False
E_-108237964#2,241,1427080800,4141.97,6982.49,False
S_-108239224#0,242,1840500185,4685.53,6588.47,False
E_-108239224#0,243,cluster_1840500134_497596849,4601.64,6526.63,False
S_-108239224#1,244,cluster_1242194671_6681347650,4760.55,6642.43,False
E_-108239224#1,245,1840500185,4685.53,6588.47,False
S_-108239938,246,1242949433,5610.87,4739.9,False
E_-108239938,247,cluster_1796993069_267286892_7626856595,5584.31,4833.43,False
S_-108240279#0,248,cluster_1242211376_1509832031_1782546507,4921.66,6543.6,False
E_-108240279#0,249,342146149,4920.12,6558.19,False
S_-108240279#1,250,1704092486,4887.1,6545.03,False
E_-108240279#1,251,cluster_1242211376_1509832031_1782546507,4921.66,6543.6,False
S_-108240279#2,252,cluster_1875873944_1875873956_273472399,4844.29,6539.18,False
E_-108240279#2,253,1704092486,4887.1,6545.03,False
S_-108310250,254,267289887,5656.73,4640.2,False
E_-108310250,255,cluster_1833941824_7658158471,5649.8,4646.06,False
S_-108310251,256,1242949435,5633.44,4690.02,False
E_-108310251,257,4959722733,5628.25,4700.7,False
S_-108310252,258,cluster_1833941824_7658158471,5649.8,4646.06,False
E_-108310252,259,1242949435,5633.44,4690.02,False
S_-108310253,260,cluster_267289886_361444651_7658158464,5619.08,4724.97,False
E_-108310253,261,1242949433,5610.87,4739.9,False
S_-10941814,262,287149943,9686.37,6177.22,False
E_-10941814,263,17203179,9630.04,6038.2,False
S_-10941825,264,2121444838,8977.94,1451.88,False
E_-10941825,265,92629170,8907.81,1413.63,False
S_-109483355,266,255887508,2911.78,5273.8,False
E_-109483355,267,307445214,2861.74,5276.33,False
S_-11012590,268,98082045,6669.4,4599.01,False
E_-11012590,269,13802232,6538.52,5156.1,False
S_-11012591,270,98082051,6691.23,4397.55,False
E_-11012591,271,98082045,6669.4,4599.01,False
S_-11014137,272,13802232,6538.52,5156.1,False
E_-11014137,273,98101335,6499.86,5214.92,False
S_-11014139#1,274,271683116,6261.61,4923.02,False
E_-11014139#1,275,cluster_2358496785_2358496786_2362441539_2362441541_2362441548_335551657_89129168,6210.06,4876.07,False
S_-110212545,276,1259332726,3495.89,8115.24,False
E_-110212545,277,1259332722,3564.11,8256.4,False
S_-110750652,278,255886902,2047.38,5416.4,False
E_-110750652,279,255897813,1977.3,5382.18,False
S_-110778890,280,361443733,5845.17,4626.11,False
E_-110778890,281,cluster_1264133295_267395405_267395421,5849.23,4599.65,False
S_-111120103,282,1266817153,3624.23,7246.47,False
E_-111120103,283,417067501,3654.73,7244.14,False
S_-111120105#0,284,cluster_1406112715_417067483,4002.09,7237.47,False
E_-111120105#0,285,417067469,3896.18,7263.4,False
S_-112979062,286,1282770585,6903.14,7857.79,False
E_-112979062,287,cluster_1282770676_1407203497,6936.8,7833.3,False
S_-112979065#1,288,1282770564,6909.71,7810.9,False
E_-112979065#1,289,cluster_1282770676_1407203497,6936.8,7833.3,False
S_-112979068,290,360822854,6776.5,8723.95,False
E_-112979068,291,305515090,6724.95,8221.88,False
S_-112979075,292,1282770806,6879.46,7845.73,False
E_-112979075,293,1282770564,6909.71,7810.9,False
S_-112979077,294,473486427,6753.27,7941.1,False
E_-112979077,295,cluster_281437367_470488916_7631216910,6791.92,7903.13,False
S_-112979081,296,1282770563,6759.42,7966.53,False
E_-112979081,297,473486430,6729.07,8013.94,False
S_-112979094#0,298,1282770563,6759.42,7966.53,False
E_-112979094#0,299,473486427,6753.27,7941.1,False
S_-112979094#1,300,281435931,6766.67,7978.41,False
E_-112979094#1,301,1282770563,6759.42,7966.53,False
S_-112979110,302,470488913,6742.08,7909.31,False
E_-112979110,303,cluster_281437367_470488916_7631216910,6791.92,7903.13,False
S_-113796178#0,304,1290118622,3108.19,4315.99,False
E_-113796178#0,305,1290118730,3123.45,4314.26,False
S_-113796178#1,306,1290118632,3084.02,4320.32,False
E_-113796178#1,307,1290118622,3108.19,4315.99,False
S_-113796181#1,308,1290118586,3198.68,4272.44,False
E_-113796181#1,309,cluster_1290118607_2230159495,3198.66,4260.04,False
S_-113796181#2,310,1290118659,3198.78,4287.67,False
E_-113796181#2,311,1290118586,3198.68,4272.44,False
S_-113796181#3,312,1290118745,3199.05,4304.4,False
E_-113796181#3,313,1290118659,3198.78,4287.67,False
S_-113796181#4,314,1290118616,3162.16,4289.06,False
E_-113796181#4,315,1290118745,3199.05,4304.4,False
S_-113796181#5,316,1290118586,3198.68,4272.44,False
E_-113796181#5,317,1290118616,3162.16,4289.06,False
S_-113796182,318,1290118603,2966.27,4406.9,False
E_-113796182,319,255884041,2963.82,4376.11,False
S_-113796184,320,1290118637,3096.74,4438.13,False
E_-113796184,321,1290118742,3099.87,4469.05,False
S_-113796194#0,322,cluster_1290118707_2230159454_2230159577_307620708,3270.99,4257.91,False
E_-113796194#0,323,1290118586,3198.68,4272.44,False
S_-113796195,324,1290118709,3106.78,4297.04,False
E_-113796195,325,1290118622,3108.19,4315.99,False
S_-113796197,326,1290118616,3162.16,4289.06,False
E_-113796197,327,1290118659,3198.78,4287.67,False
S_-113796198,328,1290118668,3098.52,4407.93,False
E_-113796198,329,1290118739,3137.91,4399.86,False
S_-114198606#1,330,cluster_3450556276_3466088120_7625669954_7625669955,10016.77,2604.37,False
E_-114198606#1,331,cluster_3359328497_3450556278_3450556285_3450556995_3466088116_768188545,10042.21,2552.37,False
S_-114325482,332,1295323766,2002.22,5666.17,False
E_-114325482,333,cluster_1295323763_255887237,2065.42,5724.61,False
S_-115082348,334,1261109191,6801.43,5060.32,False
E_-115082348,335,31065768,6771.39,5013.14,False
S_-115082374#0,336,cluster_1434862813_1500083118_292226066,2578.07,5672.24,False
E_-115082374#0,337,1211774688,2561.89,5659.69,False
S_-115881035#0,338,1328156485,7199.94,3710.94,False
E_-115881035#0,339,1307952775,7227.71,3694.63,False
S_-115881035#1,340,1328156475,7164.78,3731.82,False
E_-115881035#1,341,1328156485,7199.94,3710.94,False
S_-115881035#2,342,1328156530,7128.3,3752.78,False
E_-115881035#2,343,1328156475,7164.78,3731.82,False
S_-115881035#3,344,1328156579,7092.62,3773.21,False
E_-115881035#3,345,1328156530,7128.3,3752.78,False
S_-115881035#4,346,1307952731,7054.2,3807.89,False
E_-115881035#4,347,1328156579,7092.62,3773.21,False
S_-115881035#5,348,6292979888,7056.66,3812.23,False
E_-115881035#5,349,1307952731,7054.2,3807.89,False
S_-115881035#6,350,5203101108,7071.13,3837.77,False
E_-115881035#6,351,6292979888,7056.66,3812.23,False
S_-115881035#7,352,cluster_1328156536_6292979893,7095.75,3881.62,False
E_-115881035#7,353,5203101108,7071.13,3837.77,False
S_-115881039,354,cluster_1307952790_4913529889,7342.28,4210.87,False
E_-115881039,355,1307952754,7369.91,4197.04,False
S_-115881041#0,356,cluster_1328156421_6292979892,7248.56,3793.79,False
E_-115881041#0,357,cluster_1307952714_6292979891,7322.58,3751.71,False
S_-115881041#1,358,4566694449,7225.47,3811.44,False
E_-115881041#1,359,cluster_1328156421_6292979892,7248.56,3793.79,False
S_-115881041#2,360,4566694452,7127.49,3868.42,False
E_-115881041#2,361,4566694449,7225.47,3811.44,False
S_-115881041#3,362,cluster_1328156536_6292979893,7095.75,3881.62,False
E_-115881041#3,363,4566694452,7127.49,3868.42,False
S_-115881041#4,364,cluster_1307952767_3797175446_4566694465,7029.09,3928.22,False
E_-115881041#4,365,cluster_1328156536_6292979893,7095.75,3881.62,False
S_-115881043#0,366,cluster_1307952721_4913529885,7308.18,4227.74,False
E_-115881043#0,367,1307952716,7183.68,4289.98,False
S_-115881043#10,368,7283949778,7518.28,4244.01,False
E_-115881043#10,369,7283949780,7507.33,4223.13,False
S_-115881043#11,370,cluster_1307952772_3048861122,7559.82,4347.58,False
E_-115881043#11,371,7283949778,7518.28,4244.01,False
S_-115881043#2,372,cluster_1307952790_4913529889,7342.28,4210.87,False
E_-115881043#2,373,cluster_1307952721_4913529885,7308.18,4227.74,False
S_-115881043#4,374,1307952754,7369.91,4197.04,False
E_-115881043#4,375,cluster_1307952790_4913529889,7342.28,4210.87,False
S_-115881043#5,376,cluster_1307952723_2597081141,7426.34,4171.58,False
E_-115881043#5,377,1307952754,7369.91,4197.04,False
S_-115881043#7,378,1307952732,7449.04,4168.78,False
E_-115881043#7,379,cluster_1307952723_2597081141,7426.34,4171.58,False
S_-115881043#8,380,1307952742,7470.61,4175.96,False
E_-115881043#8,381,1307952732,7449.04,4168.78,False
S_-115881043#9,382,7283949780,7507.33,4223.13,False
E_-115881043#9,383,1307952742,7470.61,4175.96,False
S_-115881046,384,769277614,7366.95,3621.79,False
E_-115881046,385,769277600,7292.5,3696.99,False
S_-115881047,386,1307952746,7319.67,4150.86,False
E_-115881047,387,cluster_1307952721_4913529885,7308.18,4227.74,False
S_-115881048#0,388,1544146612,7484.78,4149.5,False
E_-115881048#0,389,1307952742,7470.61,4175.96,False
S_-115881048#1,390,1307952756,7540.65,4120.09,False
E_-115881048#1,391,1544146612,7484.78,4149.5,False
S_-115881049#0,392,1307952747,7454.68,4040.42,False
E_-115881049#0,393,1544146612,7484.78,4149.5,False
S_-115881049#1,394,1307952762,7436.93,4040.13,False
E_-115881049#1,395,1307952747,7454.68,4040.42,False
S_-115881049#2,396,cluster_1307952723_2597081141,7426.34,4171.58,False
E_-115881049#2,397,1307952762,7436.93,4040.13,False
S_-115881050,398,1307952747,7454.68,4040.42,False
E_-115881050,399,1307952732,7449.04,4168.78,False
S_-116297381,400,1311501589,8313.2,4172.99,False
E_-116297381,401,1311501566,8276.51,3919.63,False
S_-116648735#0,402,266358436,5444.33,3144.63,False
E_-116648735#0,403,266359524,5590.23,3301.95,False
S_-116765451#1,404,2109053612,6519.9,2423.93,False
E_-116765451#1,405,gneJ378,6521.99,2562.46,False
S_-116765451#2,406,gneJ135,6519.3,2405.36,False
E_-116765451#2,407,2109053612,6519.9,2423.93,False
S_-116765457#1,408,31065768,6771.39,5013.14,False
E_-116765457#1,409,cluster_1261109188_7631607547,6768.02,5060.12,False
S_-117070809,410,6681353037,3102.02,6467.65,False
E_-117070809,411,310281913,3277.56,6301.28,False
S_-117560677,412,1324146641,6864.08,5162.52,False
E_-117560677,413,1324146638,6828.72,5196.74,False
S_-118004622,414,1328156579,7092.62,3773.21,False
E_-118004622,415,1328156490,7121.5,3821.15,False
S_-118004624#1,416,1328156485,7199.94,3710.94,False
E_-118004624#1,417,cluster_1328156421_6292979892,7248.56,3793.79,False
S_-118004640#1,418,5814417536,6999.91,3877.06,False
E_-118004640#1,419,gneJ289,6977.38,3837.04,False
S_-118004640#1.47,420,gneJ289,6977.38,3837.04,False
E_-118004640#1.47,421,gneJ286,6964.71,3814.52,False
S_-118004640#2,422,cluster_2775514385_3797175442_7631074660,7003.68,3889.65,False
E_-118004640#2,423,5814417536,6999.91,3877.06,False
S_-118004640#4,424,5814417534,7015.03,3903.55,False
E_-118004640#4,425,cluster_2775514385_3797175442_7631074660,7003.68,3889.65,False
S_-118004640#5,426,cluster_1307952767_3797175446_4566694465,7029.09,3928.22,False
E_-118004640#5,427,5814417534,7015.03,3903.55,False
S_-118004642,428,1328156475,7164.78,3731.82,False
E_-118004642,429,1328156697,7192.36,3779.68,False
S_-118004649,430,1328156530,7128.3,3752.78,False
E_-118004649,431,1328156431,7156.8,3800.66,False
S_-118604348#0,432,2703940993,8317.76,4554.48,False
E_-118604348#0,433,260470951,8275.39,4577.81,False
S_-118604348#1,434,349303319,8348.89,4545.15,False
E_-118604348#1,435,2703940993,8317.76,4554.48,False
S_-118604350,436,1333660328,8214.06,4624.04,False
E_-118604350,437,1333660324,8206.83,4604.57,False
S_-118604351#0,438,3311064212,8160.66,4705.46,False
E_-118604351#0,439,2439881583,8163.19,4712.81,False
S_-118604351#1,440,279263508,8148.45,4670.06,False
E_-118604351#1,441,3311064212,8160.66,4705.46,False
S_-118604351#2,442,5684588321,8088.64,4691.89,False
E_-118604351#2,443,279263508,8148.45,4670.06,False
S_-118604351#3,444,5684588322,8081.49,4694.51,False
E_-118604351#3,445,5684588321,8088.64,4691.89,False
S_-118604351#4,446,279263506,7989.64,4728.4,False
E_-118604351#4,447,5684588322,8081.49,4694.51,False
S_-118604352,448,1333660326,8083.07,4647.87,False
E_-118604352,449,1333660301,8090.04,4666.64,False
S_-118604353,450,1333660309,8194.62,4630.71,False
E_-118604353,451,1333660315,8187.69,4612.05,False
S_-118604354,452,1333660325,8046.37,4681.63,False
E_-118604354,453,1333660276,8039.29,4662.55,False
S_-118604355,454,1333660332,8249.71,4611.8,False
E_-118604355,455,1333660272,8241.93,4590.87,False
S_-118604356,456,1333660333,8229.88,4618.61,False
E_-118604356,457,1333660274,8222.41,4598.49,False
S_-118604357,458,1333660329,8063.43,4675.77,False
E_-118604357,459,1333660270,8056.38,4656.81,False
S_-118604358,460,1333660271,8142.38,4648.98,False
E_-118604358,461,1333660285,8136.34,4630.08,False
S_-118604359,462,1333660275,8126.04,4654.27,False
E_-118604359,463,1333660289,8119.17,4635.77,False
S_-118604360,464,1333660334,8108.28,4660.37,False
E_-118604360,465,1333660310,8101.36,4641.74,False
S_-118604365,466,1333660313,8260.02,4583.81,False
E_-118604365,467,1333660284,8268.07,4605.49,False
S_-118604366,468,1333660311,8176.27,4637.02,False
